,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
3595,0.34,10,4.28,8.75,61.1,59.0,4.52,4.48,2.75,1062.5513521411285
3596,0.58,4,4.28,3.75,61.9,59.0,5.33,5.36,3.31,1588.2805392760365
3597,0.26,4,4.28,3.75,62.2,54.0,4.1,4.13,2.56,99.50323857435978
3598,1.5,10,4.28,2.5,62.3,59.0,7.27,7.21,4.52,6972.500811440734
3599,1.24,10,4.28,2.5,61.2,57.0,7.02,6.87,4.25,5400.825341159207
3600,0.41,4,7.14,7.5,61.4,56.0,4.76,4.81,2.94,1436.9615943773788
3601,0.61,10,2.85,5.0,61.8,56.0,5.44,5.41,3.35,1850.3200820403017
3602,0.36,4,5.71,8.75,62.1,56.0,4.58,4.6,2.85,1273.4503443046378
3603,0.3,4,8.57,8.75,61.6,56.0,4.31,4.32,2.66,1203.4071913075077
3604,0.71,6,8.57,3.75,62.0,59.0,5.69,5.76,3.55,2529.974791337985
3605,0.31,6,7.14,5.0,63.5,55.0,4.32,4.31,2.74,625.8498533789898
3606,0.72,4,7.14,8.75,61.7,56.0,5.73,5.77,3.55,3264.8757563603594
3607,1.06,6,4.28,5.0,62.4,56.0,6.49,6.56,4.07,4528.663377369019
3608,0.3,4,5.71,10.0,62.3,56.0,4.31,4.32,2.69,1185.569090925097
3609,1.11,10,2.85,5.0,60.4,58.0,6.79,6.73,4.08,4865.336953660984
3610,0.43,4,5.71,3.75,62.0,55.0,4.84,4.87,3.01,925.7334220251978
3611,0.9,8,8.57,3.75,63.8,56.0,6.09,6.17,3.91,3526.624933438996
3612,0.8,4,5.71,3.75,60.8,57.0,6.02,6.05,3.67,2970.4741379974766
3613,1.0,4,10.0,3.75,59.9,56.0,6.51,6.54,3.91,4531.525993962821
3614,0.5,4,7.14,3.75,61.3,56.0,5.13,5.09,3.13,1414.2598029196124
3615,0.7,6,5.71,5.0,58.7,53.0,5.83,5.86,3.43,2706.8877328265407
3616,0.91,6,7.14,2.5,63.3,54.0,6.22,6.14,3.91,3429.6172327879012
3617,0.9,6,5.71,2.5,63.3,59.0,6.12,6.07,3.86,3271.4249491933515
3618,0.3,10,2.85,6.25,60.3,58.0,4.34,4.32,2.61,476.63666542307874
3619,0.26,10,7.14,6.25,59.5,58.0,4.18,4.22,2.5,514.5470409292157
3620,1.24,6,1.42,3.75,61.6,60.0,6.89,6.95,4.26,5341.014291491743
3621,0.28,4,10.0,5.0,62.4,57.0,4.2,4.16,2.61,705.8836716813512
3622,0.43,4,5.71,10.0,62.4,54.0,4.84,4.87,3.03,1779.7075084107382
3623,1.07,10,5.71,2.5,62.9,59.0,6.58,6.51,4.12,4224.594541075963
3624,0.5,4,4.28,7.5,61.6,57.0,5.08,5.14,3.15,1693.1575209125767
3625,0.42,10,10.0,5.0,61.3,58.0,4.8,4.83,2.95,1266.5000974558352
3626,1.09,10,4.28,3.75,61.6,57.0,6.63,6.59,4.07,4592.32045952704
3627,1.03,4,4.28,2.5,61.6,54.0,6.51,6.55,4.02,4081.2165234638633
3628,1.15,4,5.71,5.0,61.6,55.0,6.74,6.76,4.16,5258.289246348748
3629,0.4,6,4.28,5.0,62.1,56.0,4.72,4.75,2.94,842.0631325348259
3630,1.26,10,2.85,2.5,60.1,59.0,7.0,6.91,4.18,5570.605075765046
3631,0.41,4,10.0,5.0,62.2,57.0,4.76,4.72,2.95,1277.795835325891
3632,0.52,4,4.28,6.25,61.0,56.0,5.15,5.23,3.17,1646.6985780934883
3633,0.52,6,7.14,3.75,60.0,58.0,5.21,5.26,3.14,1492.139293148457
3634,0.33,4,8.57,8.75,60.2,57.0,4.47,4.5,2.7,1346.404762833883
3635,0.55,10,7.14,5.0,59.0,58.0,5.38,5.33,3.16,1859.6398468821408
3636,1.01,8,5.71,2.5,62.8,57.0,6.3,6.34,3.97,3971.079105356419
3637,0.33,4,5.71,8.75,61.9,55.0,4.45,4.5,2.77,1137.2012211819656
3638,0.71,4,5.71,3.75,62.5,57.0,5.67,5.69,3.55,2402.786235314592
3639,0.38,4,8.57,5.0,61.7,54.3,4.68,4.69,2.89,1041.8558234301454
3640,0.33,6,7.14,6.25,59.1,60.0,4.48,4.52,2.66,889.9558474846435
3641,0.31,4,7.14,5.0,61.6,55.0,4.36,4.38,2.69,653.4034862581266
3642,0.44,8,8.57,3.75,63.2,53.0,4.84,4.87,3.07,1091.6996135828267
3643,1.06,10,8.57,2.5,60.5,60.0,6.67,6.61,4.02,4511.805799947979
3644,0.75,4,7.14,7.5,61.9,54.0,5.83,5.84,3.61,3282.479626495744
3645,0.71,6,7.14,3.75,61.1,58.0,5.71,5.77,3.51,2506.6807125094474
3646,0.9,4,4.28,6.25,60.9,56.0,6.25,6.27,3.81,3855.2207276253957
3647,0.73,6,5.71,7.5,61.4,58.0,5.83,5.86,3.59,3004.811768833597
3648,1.1,6,1.42,6.25,60.9,59.0,6.65,6.74,4.08,4834.128242428198
3649,1.04,4,5.71,6.25,61.2,58.0,6.5,6.53,3.99,4769.519909556848
3650,0.37,10,10.0,3.75,61.9,59.0,4.62,4.65,2.87,798.8262865068355
3651,1.52,4,7.14,5.0,62.5,55.0,7.42,7.31,4.6,7672.9904446200835
3652,2.05,10,2.85,3.75,61.2,57.0,8.24,8.21,5.03,10811.965070040953
3653,1.01,8,10.0,2.5,63.6,57.0,6.35,6.39,4.05,4114.809529495697
3654,1.01,8,5.71,7.5,63.4,55.0,6.34,6.41,4.04,4576.55065093456
3655,0.7,2,4.28,3.75,64.7,58.0,5.59,5.54,3.6,2196.108833749302
3656,1.63,4,2.85,3.75,61.3,56.0,7.64,7.56,4.66,8058.3696478100555
3657,0.35,4,10.0,6.25,60.1,57.0,4.58,4.61,2.76,1173.4126759493065
3658,0.73,4,5.71,7.5,62.1,56.0,5.78,5.81,3.59,3059.0768190690706
3659,0.3,4,5.71,6.25,62.0,54.0,4.35,4.3,2.68,709.7385009816844
3660,0.9,8,2.85,6.25,63.3,59.0,6.06,6.1,3.85,3591.4964216975986
3661,1.32,4,5.71,6.25,62.6,56.0,7.05,7.0,4.4,6419.022221863224
3662,0.7,2,5.71,6.25,65.2,57.0,5.56,5.52,3.61,2626.868782166046
3663,1.02,10,7.14,2.5,62.7,59.0,6.38,6.45,4.02,4037.600259510058
3664,0.8,4,2.85,5.0,62.6,54.0,5.93,5.96,3.72,2910.4969133661853
3665,1.03,10,7.14,2.5,60.7,60.0,6.47,6.52,3.94,4268.980706474524
3666,0.73,6,10.0,3.75,63.9,57.0,5.66,5.71,3.63,2687.314568308462
3667,0.55,4,8.57,2.5,62.0,56.0,5.27,5.31,3.28,1506.2111838218989
3668,0.7,6,8.57,6.25,61.9,61.0,5.59,5.65,3.48,2871.417413124529
3669,2.05,10,4.28,2.5,62.5,58.0,8.12,8.08,5.06,10584.46172703623
3670,0.36,10,10.0,2.5,61.2,59.0,4.56,4.59,2.8,623.3523619351272
3671,0.5,4,4.28,6.25,61.7,59.0,5.07,5.14,3.15,1506.295612825972
3672,1.51,8,2.85,5.0,62.2,59.0,7.19,7.3,4.51,7321.77382036306
3673,0.79,10,7.14,3.75,62.8,55.0,5.94,5.88,3.71,2884.3556906600825
3674,0.44,10,2.85,8.75,61.5,58.0,4.87,4.95,3.02,1407.2152234907153
3675,0.5,10,10.0,3.75,62.3,58.0,5.07,5.04,3.15,1484.2339638846788
3676,0.44,10,8.57,3.75,62.9,58.0,4.88,4.85,3.06,1056.410514334464
3677,0.9,6,10.0,3.75,62.4,63.0,6.15,6.18,3.85,3676.564419807264
3678,0.57,4,8.57,5.0,61.5,57.0,5.35,5.32,3.28,2019.0225317987934
3679,1.14,6,10.0,10.0,59.1,58.0,6.83,6.9,4.06,6297.485857005166
3680,0.51,6,5.71,5.0,62.4,57.0,5.09,5.11,3.18,1481.3720340290583
3681,0.9,4,7.14,5.0,62.3,56.0,6.17,6.19,3.85,3768.3795091884003
3682,0.71,6,7.14,2.5,59.5,58.0,5.82,5.87,3.48,2396.254750886941
3683,0.77,6,2.85,5.0,63.2,58.0,5.79,5.85,3.68,2653.538768030121
3684,2.01,8,7.14,2.5,58.1,64.0,8.23,8.19,4.77,11094.662702267009
3685,0.4,4,10.0,5.0,61.3,56.0,4.74,4.79,2.92,1216.9302673397106
3686,1.5,6,4.28,10.0,63.0,59.0,7.23,7.3,4.58,7926.875726605695
3687,1.15,4,4.28,6.25,62.7,57.0,6.68,6.64,4.17,5312.88821054666
3688,0.5,4,7.14,2.5,61.6,57.0,5.14,5.08,3.15,1201.9689835788413
3689,0.72,4,8.57,3.75,62.3,57.0,5.7,5.76,3.57,2619.660319972021
3690,1.0,6,8.57,3.75,59.2,59.0,6.49,6.55,3.86,4479.43841140877
3691,2.05,10,5.71,2.5,60.1,59.0,8.2,8.3,4.96,10920.236280699488
3692,0.7,4,5.71,5.0,60.0,57.0,5.8,5.84,3.49,2599.981366088068
3693,0.32,6,10.0,8.75,61.9,54.0,4.42,4.46,2.75,1331.8928843768572
3694,0.32,10,4.28,8.75,61.5,59.0,4.37,4.41,2.7,959.9334212143312
3695,0.32,4,8.57,3.75,61.6,54.0,4.42,4.45,2.73,600.9119362660585
3696,0.41,10,8.57,2.5,62.9,58.0,4.77,4.74,2.99,742.9032612994379
3697,0.3,6,5.71,5.0,63.0,56.0,4.27,4.3,2.7,479.303101126874
3698,0.41,10,8.57,8.75,60.7,58.0,4.8,4.86,2.93,1631.9910121756147
3699,0.4,8,8.57,3.75,63.6,57.0,4.65,4.69,2.97,888.2764710555748
3700,0.8,4,10.0,3.75,61.7,56.0,5.96,6.0,3.69,3197.200437272135
3701,0.3,6,4.28,3.75,62.9,58.0,4.24,4.28,2.68,222.76851664159585
3702,2.06,4,5.71,2.5,62.3,56.0,8.16,8.09,5.06,10843.870118672998
3703,0.51,6,5.71,5.0,61.2,55.0,5.13,5.16,3.15,1516.163753460718
3704,0.35,8,8.57,5.0,57.8,60.0,4.64,4.67,2.69,893.2645435716422
3705,0.58,4,2.85,8.75,62.3,53.0,5.38,5.4,3.36,2183.9780940823384
3706,1.01,6,10.0,5.0,59.8,60.0,6.46,6.51,3.88,4761.700940133662
3707,0.52,4,2.85,5.0,61.9,58.0,5.14,5.17,3.19,1374.0970154104834
3708,1.02,10,10.0,2.5,62.8,55.0,6.46,6.38,4.03,4264.5434681602455
3709,0.33,10,2.85,5.0,61.0,61.0,4.46,4.43,2.71,410.50485736355586
3710,0.8,4,4.28,2.5,62.4,57.0,5.91,5.83,3.66,2734.183742895413
3711,0.37,4,10.0,5.0,61.3,56.0,4.6,4.64,2.83,1100.0634193093792
3712,0.32,10,8.57,8.75,61.8,59.0,4.35,4.39,2.7,1229.9242337572487
3713,0.41,4,7.14,5.0,61.9,56.0,4.76,4.74,2.94,1120.828358082541
3714,1.33,4,7.14,7.5,61.9,55.0,7.02,7.07,4.36,6830.106479712342
3715,1.04,4,2.85,3.75,63.0,56.0,6.49,6.39,4.06,4158.9792890881035
3716,0.71,10,8.57,3.75,62.7,56.0,5.71,5.64,3.56,2529.264270203832
3717,0.9,6,10.0,3.75,63.5,57.0,6.15,6.11,3.89,3688.0760253162207
3718,1.21,6,7.14,2.5,61.5,61.0,6.77,6.82,4.18,5368.6263346467185
3719,1.2,4,7.14,8.75,62.0,56.0,6.76,6.82,4.21,6163.425333389288
3720,1.21,8,8.57,6.25,61.7,58.0,6.73,6.78,4.17,5983.8247214454295
3721,0.6,10,10.0,2.5,62.0,57.0,5.43,5.35,3.34,1873.0856783334075
3722,1.03,4,5.71,2.5,61.7,55.0,6.48,6.52,4.01,4163.733550508439
3723,1.21,6,5.71,5.0,62.3,58.0,6.76,6.8,4.22,5590.163646393847
3724,1.01,4,1.42,5.0,62.2,54.0,6.41,6.47,4.01,4071.889034025653
3725,0.47,8,4.28,6.25,65.1,59.0,4.81,4.87,3.15,1286.4595260310962
3726,0.38,4,2.85,6.25,62.3,55.0,4.63,4.66,2.89,877.3280895552452
3727,0.3,10,5.71,6.25,61.8,59.0,4.34,4.37,2.69,571.0452351694603
3728,1.04,4,4.28,3.75,61.6,55.0,6.51,6.54,4.02,4318.171429080587
3729,0.92,10,8.57,2.5,61.7,59.0,6.27,6.18,3.84,3633.2899389259874
3730,0.31,8,5.71,5.0,63.4,59.0,4.29,4.32,2.73,484.39110788509606
3731,0.3,10,2.85,6.25,60.8,59.0,4.32,4.3,2.62,467.36077088484126
3732,1.0,10,10.0,3.75,61.3,61.0,6.52,6.39,3.96,4359.090635903112
3733,0.9,8,5.71,8.75,64.0,55.0,6.05,6.02,3.86,4149.6263272959
3734,1.51,8,5.71,6.25,64.0,57.0,7.31,7.2,4.64,7504.528393908202
3735,1.6,8,8.57,3.75,63.6,58.0,7.38,7.44,4.71,7905.7835389957345
3736,1.2,10,2.85,5.0,62.2,61.0,6.74,6.73,4.19,5315.686519992938
3737,0.36,10,10.0,5.0,61.0,58.0,4.62,4.59,2.81,974.4918307360458
3738,2.12,4,10.0,2.5,62.9,55.0,8.17,8.14,5.13,11432.165543039924
3739,0.7,2,7.14,2.5,64.8,57.0,5.65,5.59,3.64,2155.1737132833296
3740,1.05,10,7.14,5.0,62.3,59.0,6.5,6.46,4.04,4615.340711670729
3741,1.13,6,8.57,2.5,60.3,58.0,6.78,6.86,4.11,4993.352331622053
3742,0.32,4,5.71,5.0,61.4,55.0,4.46,4.4,2.72,616.2970697528544
3743,1.23,4,1.42,5.0,61.7,57.0,6.87,6.8,4.22,5544.43697391149
3744,0.33,4,5.71,2.5,62.9,55.0,4.46,4.41,2.79,293.085183449135
3745,1.05,6,5.71,2.5,63.2,54.0,6.52,6.49,4.11,4157.381841360326
3746,0.32,10,5.71,5.0,60.1,61.0,4.44,4.41,2.66,540.835388123136
3747,0.3,4,5.71,10.0,62.3,54.0,4.32,4.35,2.7,1191.4740960900253
3748,0.57,4,7.14,2.5,61.0,56.0,5.37,5.32,3.26,1622.2693299053972
3749,1.01,6,8.57,3.75,63.2,59.0,6.28,6.25,3.96,4343.064064945245
3750,0.5,4,8.57,5.0,61.4,55.0,5.12,5.14,3.15,1637.465144878719
3751,1.62,10,7.14,6.25,61.3,57.0,7.6,7.55,4.64,8550.182411336
3752,1.0,4,5.71,6.25,62.9,57.0,6.36,6.32,3.99,4440.147459962902
3753,0.51,4,5.71,7.5,62.6,57.0,5.1,5.12,3.2,1814.343379749842
3754,1.01,4,5.71,5.0,61.6,56.0,6.46,6.43,3.97,4414.793542280129
3755,0.25,6,10.0,6.25,62.1,60.0,4.03,4.05,2.51,705.0752022850684
3756,0.53,4,5.71,2.5,62.4,56.0,5.18,5.14,3.22,1274.8511642547546
3757,2.02,8,7.14,2.5,61.9,61.0,8.06,8.02,4.98,10646.395325975214
3758,0.33,4,8.57,6.25,61.5,56.0,4.45,4.5,2.75,976.587016786716
3759,0.6,8,5.71,3.75,65.3,56.0,5.21,5.26,3.42,1687.4980690419015
3760,0.4,10,7.14,3.75,62.6,59.0,4.74,4.68,2.95,790.2976270254221
3761,0.86,6,4.28,3.75,59.7,59.0,6.14,6.23,3.69,3309.8676454599554
3762,0.56,4,4.28,8.75,62.3,55.0,5.26,5.3,3.29,2186.4423354402697
3763,0.52,4,7.14,2.5,60.9,57.0,5.22,5.2,3.17,1333.6391820986064
3764,0.3,8,2.85,3.75,63.3,59.0,4.22,4.25,2.68,126.27894969804584
3765,0.91,10,10.0,5.0,62.7,59.0,6.16,6.13,3.85,3947.2917351031774
3766,1.02,10,5.71,5.0,62.1,59.0,6.47,6.41,4.0,4361.938541557012
3767,1.2,2,7.14,2.5,63.4,60.0,6.56,6.65,4.19,5250.744315771797
3768,0.39,4,5.71,7.5,62.1,56.0,4.67,4.7,2.91,1252.4246255951439
3769,1.0,6,5.71,5.0,63.0,59.0,6.36,6.4,4.02,4173.640895299533
3770,0.32,4,5.71,8.75,61.8,56.0,4.39,4.41,2.72,1116.3756965667853
3771,0.53,10,10.0,2.5,59.3,61.0,5.29,5.26,3.13,1529.446762381831
3772,1.5,10,4.28,5.0,62.4,59.0,7.29,7.32,4.56,7261.7360287513275
3773,0.38,10,7.14,3.75,62.0,58.0,4.6,4.63,2.86,732.298143022419
3774,0.56,4,8.57,3.75,61.7,56.0,5.33,5.3,3.28,1772.2739864368632
3775,1.13,4,4.28,3.75,62.3,56.0,6.69,6.66,4.16,4823.401598134704
3776,1.21,10,4.28,5.0,60.5,60.0,6.95,6.9,4.19,5565.728731714615
3777,1.09,10,4.28,2.5,62.0,57.0,6.61,6.55,4.08,4392.970451980282
3778,0.44,6,10.0,5.0,62.8,58.0,4.79,4.86,3.03,1368.949408179018
3779,0.3,8,7.14,2.5,63.4,56.0,4.26,4.29,2.71,201.2780867808924
3780,0.29,10,7.14,3.75,62.4,58.0,4.24,4.26,2.65,313.8770281809466
3781,0.31,10,7.14,5.0,58.3,61.0,4.48,4.44,2.6,587.7984356835132
3782,1.11,4,4.28,2.5,62.6,56.0,6.58,6.65,4.14,4493.250599981739
3783,1.04,4,5.71,5.0,61.4,57.0,6.53,6.5,4.0,4608.5150104813565
3784,0.36,4,7.14,5.0,60.9,57.0,4.61,4.58,2.8,876.5303344804943
3785,1.07,10,10.0,3.75,60.2,55.0,6.68,6.64,4.01,4916.470368150474
3786,1.02,6,1.42,2.5,63.1,58.0,6.38,6.34,4.01,3770.742302793313
3787,0.41,4,4.28,8.75,61.4,56.0,4.77,4.8,2.94,1441.6452359727045
3788,0.76,6,4.28,3.75,61.4,57.0,5.89,5.94,3.63,2593.6436178281
3789,0.72,4,8.57,3.75,62.0,57.0,5.7,5.75,3.55,2649.194328340762
3790,1.33,10,4.28,5.0,60.7,59.0,7.08,7.13,4.31,6338.8482734218105
3791,0.37,4,7.14,5.0,61.7,55.0,4.61,4.73,2.88,859.5097829049209
3792,0.4,8,7.14,1.25,63.3,60.4,4.64,4.68,2.95,444.9215150901073
3793,0.7,10,1.42,6.25,62.0,58.0,5.68,5.74,3.54,2351.7546820794887
3794,2.02,10,8.57,2.5,60.4,57.0,8.21,8.18,4.95,10900.455353499236
3795,0.31,4,5.71,10.0,61.2,55.0,4.4,4.42,2.7,1229.6277172687423
3796,1.02,10,4.28,3.75,60.5,60.0,6.58,6.51,3.96,4194.8590486846315
3797,0.31,4,10.0,3.75,61.5,56.0,4.35,4.33,2.67,669.4512260990359
3798,2.04,10,4.28,3.75,62.2,60.0,8.07,8.0,5.0,10755.059421773474
3799,1.97,6,4.28,5.0,62.9,59.0,7.9,8.01,5.0,10357.28118349581
3800,0.54,4,7.14,5.0,61.4,57.0,5.2,5.25,3.21,1759.0003509110193
3801,1.13,10,4.28,2.5,61.1,59.0,6.73,6.65,4.09,4704.2294500111075
3802,0.38,6,8.57,2.5,61.6,57.0,4.61,4.65,2.85,697.458640137731
3803,0.7,6,7.14,3.75,62.4,56.0,5.64,5.7,3.54,2399.704117913254
3804,1.6,10,2.85,3.75,62.1,58.0,7.51,7.47,4.65,7713.548132657439
3805,1.0,8,5.71,3.75,62.2,65.0,6.28,6.22,3.89,4134.156921137679
3806,0.32,4,8.57,5.0,62.6,53.0,4.38,4.37,2.74,797.3720272086612
3807,0.3,4,8.57,5.0,62.5,56.0,4.3,4.28,2.68,699.3143332088493
3808,1.0,4,7.14,3.75,62.7,57.0,6.44,6.38,4.02,4153.713800196234
3809,0.72,4,2.85,7.5,62.2,54.0,5.73,5.78,3.58,2808.452207826602
3810,0.42,6,8.57,6.25,62.8,57.8,4.8,4.83,3.03,1295.0307854886887
3811,0.9,6,2.85,3.75,61.8,58.0,6.2,6.26,3.85,3299.156589975899
3812,0.7,8,8.57,3.75,63.6,62.0,5.57,5.6,3.55,2415.5738210456675
3813,1.06,4,2.85,3.75,61.8,55.0,6.54,6.57,4.04,4386.231765696944
3814,0.52,4,5.71,8.75,60.7,55.0,5.19,5.29,3.18,2083.5872489996564
3815,0.43,10,4.28,6.25,60.0,59.0,4.86,4.98,2.95,1127.4851738616708
3816,0.31,4,8.57,3.75,60.1,57.0,4.36,4.39,2.63,576.7898276827018
3817,1.0,2,8.57,3.75,57.4,61.0,6.53,6.63,3.78,4644.836515745454
3818,1.09,4,7.14,3.75,62.0,56.0,6.61,6.59,4.09,4790.628390049778
3819,1.18,6,8.57,1.25,62.5,58.0,6.62,6.75,4.18,5018.242709788343
3820,1.11,4,2.85,3.75,61.4,60.0,6.61,6.65,4.07,4679.03196773235
3821,0.31,6,7.14,6.25,60.9,56.0,4.37,4.38,2.66,826.8746653014441
3822,1.27,10,2.85,6.25,59.5,61.0,7.08,7.04,4.2,6146.90749936421
3823,0.3,10,7.14,5.0,62.2,60.0,4.27,4.22,2.64,567.1870382274083
3824,0.85,4,8.57,6.25,63.0,57.0,6.08,5.99,3.8,3714.785230109974
3825,0.28,6,5.71,5.0,62.0,56.0,4.16,4.19,2.59,431.2842017557632
3826,0.32,4,4.28,3.75,61.2,56.0,4.43,4.46,2.72,322.3083583615735
3827,1.71,8,2.85,6.25,63.7,58.0,7.58,7.54,4.81,8655.033998834218
3828,1.06,10,4.28,5.0,62.6,58.0,6.54,6.49,4.08,4474.617477637998
3829,0.33,6,4.28,7.5,61.9,56.0,4.44,4.47,2.76,860.382950401041
3830,0.75,6,10.0,7.5,59.4,59.0,5.88,5.94,3.51,3538.092752955725
3831,1.01,6,4.28,5.0,61.2,57.0,6.49,6.41,3.95,4341.227214107914
3832,0.36,4,2.85,6.25,60.5,57.0,4.56,4.59,2.77,803.0165222936612
3833,0.32,10,5.71,6.25,60.6,60.0,4.4,4.44,2.68,690.7940022576422
3834,0.91,4,7.14,2.5,62.2,56.0,6.17,6.14,3.83,3534.5527785537543
3835,0.39,4,8.57,6.25,62.3,54.4,4.66,4.69,2.91,1278.1669851295956
3836,1.3,10,4.28,2.5,60.4,61.0,7.09,7.04,4.27,5813.485553593173
3837,1.18,4,8.57,1.25,61.6,56.0,6.82,6.79,4.19,5121.318878593618
3838,1.7,6,7.14,5.0,60.8,60.0,7.65,7.68,4.66,8991.283841356106
3839,0.56,6,8.57,7.5,60.3,57.0,5.33,5.37,3.23,2300.6496216167925
3840,0.24,4,2.85,6.25,62.0,56.0,4.0,4.01,2.48,295.3316505910225
3841,2.15,10,5.71,2.5,58.9,58.0,8.46,8.41,4.97,11833.976641525356
3842,1.17,6,4.28,3.75,59.6,62.0,6.88,6.82,4.08,5283.164618834331
3843,0.31,10,4.28,2.5,59.5,59.0,4.39,4.45,2.63,48.9861543957104
3844,1.71,10,1.42,3.75,62.9,58.0,7.64,7.58,4.79,8252.5552237088
3845,0.42,4,5.71,6.25,61.9,56.0,4.77,4.82,2.97,1225.1075477542327
3846,1.02,6,10.0,5.0,63.7,55.0,6.42,6.45,4.1,4503.75909064627
3847,1.2,6,8.57,5.0,60.7,59.0,6.79,6.86,4.14,5827.059442541386
3848,1.01,4,8.57,5.0,62.5,54.0,6.39,6.42,4.0,4536.945866968172
3849,0.32,4,5.71,2.5,62.2,53.0,4.4,4.44,2.75,243.09041365349367
3850,0.5,10,8.57,5.0,60.5,60.0,5.09,5.13,3.09,1604.8893277141942
3851,1.23,8,10.0,1.25,63.7,58.0,6.79,6.72,4.3,5339.932087019473
3852,1.8,10,2.85,2.5,61.8,59.0,7.9,7.8,4.85,8867.822028220662
3853,1.51,4,4.28,5.0,62.5,56.0,7.37,7.33,4.57,7488.157883159651
3854,0.54,4,4.28,6.25,61.6,59.0,5.22,5.24,3.22,1746.3999914527722
3855,0.3,4,5.71,7.5,62.7,57.0,4.32,4.26,2.69,862.9413334462242
3856,1.68,4,5.71,5.0,62.5,54.0,7.61,7.64,4.76,8607.460482899749
3857,0.77,4,10.0,5.0,61.3,56.0,5.87,5.9,3.61,3239.398791615484
3858,1.1,10,7.14,3.75,59.5,59.0,6.7,6.77,4.01,4938.62634459969
3859,0.76,6,5.71,5.0,61.1,57.0,5.84,5.95,3.6,2880.96593021672
3860,1.02,6,2.85,2.5,62.8,56.0,6.42,6.38,4.02,3858.255408517729
3861,1.25,4,7.14,8.75,62.2,56.0,6.89,6.93,4.3,6430.989546466748
3862,0.33,10,2.85,6.25,61.1,59.0,4.44,4.47,2.72,578.1007387711797
3863,0.5,4,4.28,3.75,62.2,53.0,5.06,5.14,3.17,1193.4609099591835
3864,0.28,6,7.14,7.5,61.6,56.0,4.2,4.23,2.59,872.9024158879874
3865,0.31,6,4.28,7.5,62.6,56.0,4.33,4.36,2.72,780.3047821308719
3866,0.51,10,10.0,5.0,61.9,62.0,5.12,5.09,3.16,1686.8976426044483
3867,1.55,4,8.57,7.5,62.5,55.0,7.38,7.4,4.62,8271.822841591204
3868,0.43,4,5.71,3.75,62.6,56.0,4.79,4.82,3.01,920.833804493468
3869,0.77,6,4.28,6.25,62.2,57.0,5.81,5.86,3.63,3001.57299938918
3870,0.9,8,7.14,2.5,64.2,62.0,6.0,6.08,3.88,3242.359818734669
3871,1.71,4,1.42,6.25,62.1,55.0,7.73,7.65,4.78,8743.204108349806
3872,1.0,8,10.0,3.75,57.6,62.0,6.62,6.5,3.78,4713.024515983074
3873,0.52,6,8.57,3.75,62.8,57.0,5.09,5.13,3.21,1510.8410828094002
3874,0.31,4,4.28,5.0,61.9,55.0,4.38,4.35,2.7,487.3235191251388
3875,0.33,10,5.71,5.0,61.3,59.0,4.46,4.44,2.73,571.5104882209835
3876,1.51,2,8.57,5.0,65.0,58.0,7.06,7.12,4.61,7504.411384776127
3877,0.82,4,4.28,6.25,61.5,56.0,6.0,6.04,3.7,3350.4191404517733
3878,1.04,8,1.42,3.75,64.2,58.0,6.42,6.34,4.1,3928.6596811894906
3879,1.5,10,8.57,5.0,61.8,59.0,7.38,7.31,4.54,7603.223412822592
3880,2.02,6,4.28,5.0,62.7,58.0,7.96,8.01,5.01,10751.070854884545
3881,0.52,4,5.71,6.25,61.2,56.0,5.19,5.23,3.19,1725.9268020923664
3882,0.34,8,8.57,3.75,63.5,55.0,4.44,4.47,2.83,621.440310518512
3883,1.04,4,5.71,5.0,61.9,54.0,6.53,6.56,4.05,4545.123774623078
3884,1.54,10,2.85,3.75,61.8,57.0,7.43,7.37,4.57,7381.871109465077
3885,0.7,2,1.42,5.0,64.6,58.0,5.58,5.56,3.6,2182.875555009534
3886,1.52,8,1.42,3.75,63.6,60.0,7.25,7.21,4.6,6991.413182540675
3887,1.1,10,8.57,2.5,60.7,58.0,6.77,6.65,4.07,4802.238173774291
3888,0.4,10,8.57,2.5,60.5,59.0,4.74,4.78,2.88,736.2219275936714
3889,0.71,8,8.57,2.5,58.8,63.0,5.75,5.88,3.42,2486.908025080449
3890,0.31,4,8.57,5.0,61.6,57.0,4.38,4.35,2.69,726.8816365706425
3891,0.37,10,8.57,5.0,63.0,58.0,4.58,4.53,2.87,938.5979161071882
3892,1.01,6,8.57,5.0,60.4,58.0,6.47,6.6,3.95,4567.2145171621505
3893,0.57,6,2.85,3.75,61.1,61.0,5.34,5.37,3.27,1445.563761392108
3894,0.4,8,8.57,3.75,63.3,56.0,4.68,4.74,2.98,875.7419833667991
3895,0.36,4,8.57,5.0,62.1,55.0,4.54,4.58,2.83,959.6759427006364
3896,0.3,10,8.57,10.0,61.9,58.0,4.3,4.26,2.65,1337.5345073989683
3897,1.01,4,7.14,2.5,60.5,57.0,6.49,6.53,3.94,4195.815728908148
3898,1.5,4,4.28,3.75,61.3,57.0,7.38,7.4,4.53,7264.712299710942
3899,0.57,6,7.14,6.25,63.2,56.0,5.27,5.31,3.34,2012.194457294574
3900,0.9,6,4.28,3.75,58.7,59.0,6.3,6.35,3.71,3638.6572098593897
3901,0.51,4,4.28,7.5,60.1,57.0,5.19,5.22,3.12,1836.6123724291883
3902,0.27,6,8.57,7.5,61.7,58.0,4.12,4.15,2.55,904.4221633554989
